"id","name","position","team","posRank","avg","vorp","volr","price"
"13116","Mahomes, Patrick","QB","KCC",1,25.351,10.65175,10.463125,78.65
"13130","McCaffrey, Christian","RB","SFO",1,22.7778333333333,13.8360333333333,16.3195,37.34
"11675","Adams, Davante","WR","LVR",1,21.0956666666667,11.287,15.2416666666667,35.29
"11244","Kelce, Travis","TE","KCC",1,18.6688333333333,10.207,11.2444333333333,30.21
"13696","Smith, Roquan","LB","BAL",1,15.1768333333333,6.0635,7.57263333333333,26.06
"15850","Pitre, Jalen","S","HOU",1,15.1666666666667,5.782,5.78133333333333,46.78
"11757","Donald, Aaron","DT","LAR",1,14.1223333333333,6.631,6.57516666666667,29.96
"14956","Sneed, L'Jarius","CB","KCC",1,13.9332,4.9282,5.9332,23.43
"13214","Watt, T.J.","DE","PIT",1,13.6728333333333,5.30433333333333,5.27908333333333,29.97
"16115","Shudak, Caleb","PK","FA",1,11.1,2.26683333333333,2.54366666666667,36.27
"13589","Allen, Josh","QB","BUF",2,24.50225,9.803,9.614375,77.8
"13164","Kupp, Cooper","WR","LAR",2,20.979,11.1703333333333,15.125,35.17
"13404","Ekeler, Austin","RB","LAC",2,19.72,10.7782,13.2616666666667,34.28
"13299","Kittle, George","TE","SFO",2,14.8265,6.36466666666667,7.4021,26.36
"10775","Wagner, Bobby","LB","SEA",2,14.2873333333333,5.174,6.68313333333333,25.17
"13714","James, Derwin","S","LAC",2,13.8374,4.45273333333333,4.45206666666667,45.45
"15868","Jones, Marcus","CB","NEP",2,13.7583333333333,4.75333333333333,5.75833333333333,23.25
"13198","Garrett, Myles","DE","CLE",2,13.5201666666667,5.15166666666667,5.12641666666667,29.82
"12688","Buckner, DeForest","DT","IND",2,13.3513333333333,5.86,5.80416666666667,29.19
"14426","Wright, Matthew","PK","CAR",2,10.1074,1.27423333333333,1.55106666666667,35.27
"14777","Burrow, Joe","QB","CIN",3,22.8567,8.15745,7.968825,76.16
"14836","Jefferson, Justin","WR","MIN",3,20.8244,11.0157333333333,14.9704,35.02
"12626","Henry, Derrick","RB","TEN",3,19.5416666666667,10.5998666666667,13.0833333333333,34.1
"13813","Oluokun, Foyesade","LB","JAC",3,14.0573333333333,4.944,6.45313333333333,24.94
"13671","Andrews, Mark","TE","BAL",3,13.815,5.35316666666667,6.3906,25.35
"12221","Hunter, Danielle","DE","MIN",3,13.345,4.9765,4.95125,29.64
"13251","Baker, Budda","S","ARI",3,12.8308333333333,3.44616666666667,3.4455,44.45
"14157","Williams, Quinnen","DT","NYJ",3,12.5833333333333,5.092,5.03616666666667,28.43
"13710","Davis, Carlton","CB","TBB",3,12.1788333333333,3.17383333333333,4.17883333333333,21.67
"10976","Tucker, Justin","PK","BAL",3,10.0046666666667,1.1715,1.44833333333333,35.17
"12620","Prescott, Dak","QB","DAL",4,21.814875,7.115625,6.927,75.12
"12801","Hill, Tyreek","WR","MIA",4,20.4755,10.6668333333333,14.6215,34.67
"13128","Cook, Dalvin","RB","BAL",4,17.0993333333333,8.15753333333333,10.641,31.66
"14168","White, Devin","LB","TBB",4,13.9105,4.79716666666667,6.3063,24.8
"15350","Parsons, Micah","DE","DAL",4,13.31625,4.94775,4.9225,29.61
"10783","Smith, Harrison","S","MIN",4,12.7871666666667,3.4025,3.40183333333333,44.4
"13208","Allen, Jonathan","DT","WAS",4,12.2318333333333,4.7405,4.68466666666667,28.07
"12263","Waller, Darren","TE","NYG",4,12.1763333333333,3.7145,4.75193333333333,23.71
"13223","Humphrey, Marlon","CB","BAL",4,12.051,3.046,4.051,21.55
"14983","Bass, Tyler","PK","BUF",4,10.0044,1.17123333333333,1.44806666666667,35.17
"14779","Herbert, Justin","QB","LAC",5,21.73185,7.0326,6.843975,75.03
"15281","Chase, Ja'Marr","WR","CIN",5,20.32125,10.5125833333333,14.46725,34.51
"14073","Jacobs, Josh","RB","LVR",5,16.9123333333333,7.97053333333333,10.454,31.47
"15355","Bolton, Nick","LB","KCC",5,13.86625,4.75291666666667,6.26205,24.75
"15928","Houston, James","DE","DET",5,12.997,4.6285,4.60325,29.3
"13713","Fitzpatrick, Minkah","S","PIT",5,12.6011666666667,3.2165,3.21583333333333,44.22
"12741","Jones, Chris","DT","KCC",5,12.166,4.67466666666667,4.61883333333333,28.01
"15894","Woolen, Tariq","CB","SEA",5,11.8893333333333,2.88433333333333,3.88933333333333,21.38
"9902","Gronkowski, Rob","TE","FA",5,11.6875,3.22566666666667,4.2631,23.23
"13403","Koo, Younghoe","PK","ATL",5,9.76366666666667,0.9305,1.20733333333333,34.93
"14056","Murray, Kyler","QB","ARI",6,21.503625,6.804375,6.61575,74.8
"12186","Diggs, Stefon","WR","BUF",6,18.5006666666667,8.692,12.6466666666667,32.69
"13132","Kamara, Alvin","RB","NOS",6,16.5838333333333,7.64203333333333,10.1255,31.14
"11728","Mosley, C.J.","LB","NYJ",6,13.656,4.54266666666667,6.0518,24.54
"14147","Bosa, Nick","DE","SFO",6,12.6188333333333,4.25033333333333,4.22508333333333,28.92
"15835","Brisker, Jaquan","S","CHI",6,12.4323333333333,3.04766666666667,3.047,44.05
"14138","Hockenson, T.J.","TE","MIN",6,11.6485,3.18666666666667,4.2241,23.19
"14903","Diggs, Trevon","CB","DAL",6,11.6216,2.6166,3.6216,21.12
"13723","Payne, Da'Ron","DT","WAS",6,11.5356666666667,4.04433333333333,3.9885,27.38
"13718","Carlson, Daniel","PK","LVR",6,9.45916666666667,0.625999999999999,0.902833333333334,34.63
"5848","Brady, Tom","QB","FA",7,21.404,6.70475,6.516125,74.7
"12652","Thomas, Michael","WR","NOS",7,17.4956,7.68693333333333,11.6416,31.69
"13610","Chubb, Nick","RB","CLE",7,16.2071666666667,7.26536666666667,9.74883333333333,30.77
"12239","Kendricks, Eric","LB","LAC",7,12.9073333333333,3.794,5.30313333333333,23.79
"12767","Simmons, Justin","S","DEN",7,12.2346666666667,2.85,2.84933333333333,43.85
"13245","Reddick, Haason","DE","PHI",7,12.1915,3.823,3.79775,28.49
"15441","Hobbs, Nate","CB","LVR",7,11.505,2.5,3.505,21
"12764","Hargrave, Javon","DT","SFO",7,11.4595,3.96816666666667,3.91233333333333,27.3
"13674","Goedert, Dallas","TE","PHI",7,11.3125,2.85066666666667,3.8881,22.85
"8851","Folk, Nick","PK","TEN",7,9.322,0.488833333333334,0.765666666666668,34.49
"13593","Jackson, Lamar","QB","BAL",8,21.30225,6.603,6.414375,74.6
"11232","Hopkins, DeAndre","WR","TEN",8,17.2833333333333,7.47466666666667,11.4293333333333,31.47
"15708","Hall, Breece","RB","NYJ",8,16.186,7.2442,9.72766666666667,30.74
"12287","Hicks, Jordan","LB","MIN",8,12.7141666666667,3.60083333333333,5.10996666666667,23.6
"14909","Winfield, Antoine","S","TBB",8,12.2096,2.82493333333333,2.82426666666667,43.82
"14225","Crosby, Maxx","DE","LVR",8,11.9488333333333,3.58033333333333,3.55508333333333,28.25
"12711","Ramsey, Jalen","CB","MIA",8,11.4631666666667,2.45816666666667,3.46316666666667,20.96
"10266","Heyward, Cameron","DT","PIT",8,11.4235,3.93216666666667,3.87633333333333,27.27
"11247","Ertz, Zach","TE","FA",8,11.2123333333333,2.7505,3.78793333333333,22.75
"13909","Maher, Brett","PK","LAR",8,9.3022,0.469033333333332,0.745866666666666,34.47
"14832","Lamb, CeeDee","WR","DAL",9,17.208,7.39933333333333,11.354,31.4
"13131","Mixon, Joe","RB","CIN",9,15.9611666666667,7.01936666666667,9.50283333333333,30.52
"14892","Brooks, Jordyn","LB","SEA",9,12.3922,3.27886666666667,4.788,23.28
"14927","Chinn, Jeremy","S","CAR",9,11.9674,2.58273333333333,2.58206666666667,43.58
"10292","Jordan, Cameron","DE","NOS",9,11.5058333333333,3.13733333333333,3.11208333333333,27.8
"13707","Ward, Denzel","CB","CLE",9,11.4311666666667,2.42616666666667,3.43116666666667,20.93
"14163","Simmons, Jeffery","DT","TEN",9,11.2298333333333,3.7385,3.68266666666667,27.07
"13189","Engram, Evan","TE","JAC",9,10.4905,2.02866666666667,3.0661,22.03
"9694","Gano, Graham","PK","NYG",9,9.1622,0.329033333333333,0.605866666666667,34.33
"14783","Hurts, Jalen","QB","PHI",10,20.68455,5.9853,5.796675,73.99
"13163","Godwin, Chris","WR","TBB",10,16.5133333333333,6.70466666666667,10.6593333333333,30.7
"13319","Jones, Aaron","RB","GBP",10,15.7378333333333,6.79603333333333,9.2795,30.3
"13743","Warner, Fred","LB","SFO",10,12.2741666666667,3.16083333333333,4.66996666666667,23.16
"11317","Poyer, Jordan","S","BUF",10,11.9193333333333,2.53466666666667,2.534,43.53
"13470","Moore, Kenny","CB","IND",10,11.2626666666667,2.25766666666667,3.26266666666667,20.76
"14162","Wilkins, Christian","DT","MIA",10,11.0783333333333,3.587,3.53116666666667,26.92
"12795","Judon, Matt","DE","NEP",10,11.0038333333333,2.63533333333333,2.61008333333333,27.3
"13424","Hill, Taysom","TE","NOS",10,10.274,1.81216666666667,2.8496,21.81
"14244","Gay, Matt","PK","IND",10,9.10716666666667,0.273999999999999,0.550833333333333,34.27
"10700","Cousins, Kirk","QB","MIN",11,19.834,5.13475,4.946125,73.13
"13629","Ridley, Calvin","WR","JAC",11,16.426,6.61733333333333,10.572,30.62
"14802","Taylor, Jonathan","RB","IND",11,15.141,6.1992,8.68266666666667,29.7
"10768","David, Lavonte","LB","TBB",11,12.09,2.97666666666667,4.4858,22.98
"14224","Gardner-Johnson, Chauncey","S","DET",11,11.4543333333333,2.06966666666667,2.069,43.07
"13281","Douglas, Rasul","CB","BUF",11,11.2193333333333,2.21433333333333,3.21933333333333,20.71
"14171","Burns, Brian","DE","CAR",11,10.9128333333333,2.54433333333333,2.51908333333333,27.21
"14159","Lawrence, Dexter","DT","NYG",11,10.5096666666667,3.01833333333333,2.9625,26.35
"15331","Freiermuth, Pat","TE","PIT",11,9.7265,1.26466666666667,2.3021,21.26
"13347","Gonzalez, Zane","PK","FA",11,9.081,0.247833333333332,0.524666666666667,34.25
"7836","Rodgers, Aaron","QB","NYJ",12,19.313625,4.614375,4.42575,72.61
"14104","Brown, A.J.","WR","PHI",12,16.4206666666667,6.612,10.5666666666667,30.61
"13146","Conner, James","RB","ARI",12,14.5981666666667,5.65636666666667,8.13983333333333,29.16
"14896","Queen, Patrick","LB","BAL",12,12.035,2.92166666666667,4.4308,22.92
"12718","Bell, Vonn","S","CAR",12,11.4008333333333,2.01616666666667,2.0155,43.02
"15833","Gardner, Ahmad","CB","NYJ",12,11.1923333333333,2.18733333333333,3.19233333333333,20.69
"13700","Landry, Harold","DE","TEN",12,10.481,2.1125,2.08725,26.78
"11283","Richardson, Sheldon","DT","FA",12,10.4693333333333,2.978,2.92216666666667,26.31
"9474","Cook, Jared","TE","FA",12,9.58833333333333,1.1265,2.16393333333333,21.13
"13980","Badgley, Mike","PK","DET",12,9.058,0.224833333333333,0.501666666666667,34.22
"10703","Wilson, Russell","QB","DEN",13,19.0565,4.35725,4.168625,72.36
"11671","Evans, Mike","WR","TBB",13,16.2058333333333,6.39716666666667,10.3518333333333,30.4
"12625","Elliott, Ezekiel","RB","NEP",13,14.3781666666667,5.43636666666666,7.91983333333333,28.94
"12779","Campbell, De'Vondre","LB","GBP",13,11.9385,2.82516666666667,4.3343,22.83
"12752","Byard, Kevin","S","PHI",13,11.2678333333333,1.88316666666667,1.8825,42.88
"13232","King, Desmond","CB","HOU",13,10.8453333333333,1.84033333333333,2.84533333333333,20.34
"13684","Hubbard, Sam","DE","CIN",13,10.2666666666667,1.89816666666666,1.87291666666667,26.56
"12305","Jarrett, Grady","DT","ATL",13,10.246,2.75466666666667,2.69883333333333,26.09
"12678","Higbee, Tyler","TE","LAR",13,9.27433333333333,0.812500000000002,1.84993333333333,20.81
"10868","Zuerlein, Greg","PK","NYJ",13,9.03816666666667,0.204999999999998,0.481833333333332,34.2
"12611","Goff, Jared","QB","DET",14,18.7595,4.06025,3.871625,72.06
"11222","Allen, Keenan","WR","LAC",14,16.1926666666667,6.384,10.3386666666667,30.38
"13604","Barkley, Saquon","RB","NYG",14,14.3728333333333,5.43103333333333,7.9145,28.93
"14260","Holcomb, Cole","LB","PIT",14,11.9058333333333,2.7925,4.30163333333333,22.79
"13230","Adams, Jamal","S","SEA",14,11.238,1.85333333333333,1.85266666666667,42.85
"13998","Moseley, Emmanuel","CB","DET",14,10.8015,1.7965,2.8015,20.3
"12075","Barrett, Shaq","DE","TBB",14,10.1918333333333,1.82333333333333,1.79808333333333,26.49
"10272","Watt, J.J.","DT","FA",14,9.45916666666667,1.96783333333333,1.912,25.3
"12437","Myers, Jason","PK","SEA",14,8.97966666666667,0.1465,0.423333333333334,34.15
"15797","Dulcich, Greg","TE","DEN",14,8.61,0.148166666666667,1.1856,20.15
"15237","Lawrence, Trevor","QB","JAC",15,18.5368125,3.8375625,3.6489375,71.84
"15284","Waddle, Jaylen","WR","MIA",15,15.94425,6.13558333333333,10.09025,30.14
"13129","Fournette, Leonard","RB","FA",15,14.268,5.3262,7.80966666666667,28.83
"13702","Jewell, Josey","LB","DEN",15,11.8486666666667,2.73533333333333,4.24446666666667,22.74
"13747","Walker, Tracy","S","DET",15,11.201,1.81633333333333,1.81566666666667,42.82
"13273","Griffin, Shaq","CB","CAR",15,10.7976666666667,1.79266666666667,2.79766666666667,20.29
"11769","Lawrence, Demarcus","DE","DAL",15,10.1808333333333,1.81233333333333,1.78708333333333,26.48
"12083","Autry, Denico","DT","TEN",15,9.45383333333333,1.9625,1.90666666666667,25.3
"15979","Dicker, Cameron","PK","LAC",15,8.955,0.121833333333333,0.398666666666667,34.12
"12676","Henry, Hunter","TE","NEP",15,8.496,0.0341666666666676,1.0716,20.03
"13113","Watson, Deshaun","QB","CLE",16,18.4896,3.79035,3.601725,71.79
"15287","St. Brown, Amon-Ra","WR","DET",16,15.91275,6.10408333333333,10.05875,30.1
"15254","Harris, Najee","RB","PIT",16,14.0515,5.1097,7.59316666666667,28.61
"10816","Davis, Demario","LB","NOS",16,11.7511666666667,2.63783333333333,4.14696666666667,22.64
"11316","Ryan, Logan","S","SFO",16,11.1518333333333,1.76716666666667,1.7665,42.77
"15852","Gordon, Kyler","CB","CHI",16,10.68,1.675,2.68,20.17
"15805","Hutchinson, Aidan","DE","DET",16,9.96766666666667,1.59916666666667,1.57391666666667,26.27
"13810","Joseph-Day, Sebastian","DT","SFO",16,9.446,1.95466666666667,1.89883333333333,25.29
